Filename,MJD,Chi2_red,t0,t0_err_up,t0_err_down,x1,x1_err_up,x1_err_down,c,c_err_up,c_err_down,phase_true,phase_est,phase_est_err_up,phase_est_err_down
sn1994D-19940310.36-mmt.flm,49421.36,19.938288636392443,49439.72007295198,0.11534319890051847,0.09656037772947457,0.02597763551979737,0.012815402552690092,0.012378007195492237,-0.010756497746087779,0.005291320748601217,0.00503132588487646,-11.107787416491593,-18.306982702145927,0.09628116235863454,0.11500967085503887
sn1994D-19940311.41-fast.flm,49422.41,1.6172784580542565,49431.47345129754,0.061895990824268665,0.05957476842741016,-0.8871771769838814,0.016218428219067604,0.015555033429004217,-0.016800633375852192,0.0019213705799867708,0.002204253133694989,-10.060823611523091,-9.037243291990768,0.05940250117400555,0.06171701149094493
sn1994D-19940313.31-fast.flm,49424.31,1.70598726090485,49431.962392104244,0.09124358382541686,0.06772309367806884,-0.5347877768313172,0.02208069009553837,0.02337487956805573,0.0857570023590189,0.0022143506398834556,0.0023009532088594242,-8.166317678734,-7.630264337667013,0.06752726461069782,0.09097974257195819
sn1994D-19940315.36-mmt.flm,49426.36,3.4036500640010767,49431.06144189309,0.10439324634353397,0.10314690927043557,-0.026571563169661694,0.040357389633280505,0.04673707230546917,-0.2355665588638267,0.003331582905198499,0.003725446508621555,-6.122245488083975,-4.687847136396575,0.1028486481906826,0.10409138133765479
sn1994D-19940316.37-fast.flm,49427.37,1.103511074292705,49432.13180404372,0.04831992414256092,0.04648074354190612,-0.4637567954935884,0.01840387070041699,0.018925971660288976,0.03567064991275554,0.0015936178926701516,0.0013647958899963702,-5.115166018543604,-4.748034742960942,0.04634633915834692,0.048180201558042604
sn1994D-19940317.35-fast.flm,49428.35,0.9556640740730459,49432.55317799712,0.04057358573481906,0.039965045543794986,-0.4855067579312715,0.01758308503064221,0.01676125268186901,0.009332594872210775,0.001634599508046064,0.0014545853805982278,-4.137999800579775,-4.191024027442529,0.03984948204586199,0.040456262573356334
sn1994D-19940318.36-fast.flm,49429.36,1.044453119443064,49432.45827123604,0.035285964760987554,0.03652155792224221,-0.45414207824721764,0.020740449741601552,0.018747648544914952,-0.001534031470043995,0.0015897164443783307,0.0017110194206212959,-3.130920331039404,-3.089312230573248,0.03641595166242119,0.035183931360043434
sn1994D-19940321.35-fast.flm,49432.35,1.817414838793927,49433.095342351604,0.07132554618874565,0.07226041085959878,-0.4699931344754522,0.02829259121127148,0.0324162866857276,0.04787149128683288,0.0019123831368529909,0.001675292656533045,-0.14956625785367952,-0.7431871089892901,0.07205146162089818,0.07111930021811312
sn1994D-19940401.28-fast.flm,49443.28,2.3564820602611336,49430.55044732844,0.06571687642281177,0.0723223460445297,0.15236532576248507,0.03696447579421355,0.04246191438778002,-0.07913579337176241,0.003608722364881134,0.0029926937145710597,10.748828397645665,12.692743714787785,0.07211321771316154,0.06552684856198203
sn1994D-19940403.36-fast.flm,49445.36,2.669872732668518,49431.701758372066,0.08349775117676472,0.10272260550118517,-0.2154866825599604,0.05359063077289106,0.05336864711341516,-0.01398888902855644,0.004083029702907526,0.003828575324121619,12.822813839864974,13.618747260877786,0.10242557134428674,0.08325630788390141
sn1994D-19940405.34-fast.flm,49447.34,2.094388467660382,49433.57847519832,0.061720273704850115,0.06939123417396331,-1.0523751714461338,0.03084851578206238,0.03503689687798972,0.11577403199403313,0.003995728302595647,0.003612670689836728,14.79708844351033,13.721731779513073,0.06919058148764913,0.06154180247766489
sn1994D-19940407.42-fast.flm,49449.42,2.7841461298105235,49430.26661325444,0.06033505168306874,0.06203917801758507,-0.2421348024029344,0.02461635221378522,0.027422413168940007,0.05455493913743331,0.004733861134577078,0.004613741960981355,16.87107388572964,19.098002538197466,0.061859784642122925,0.06016058598371597
sn1994D-19940410.26-fast.flm,49452.26,3.1196910275221663,49431.44803084845,0.08127288219839102,0.07837672527239192,-0.9849403156722523,0.028575425145981548,0.024232960911165335,0.022694782322306373,0.004440297224843737,0.00520812698166917,19.70286170106894,20.751788963558738,0.07815009001135899,0.0810378723685223
sn1994D-19940411.23-fast.flm,49453.23,2.3734102971509623,49431.574292440295,0.07407365710969316,0.06753032175765838,-1.1764154997545528,0.022809983883082197,0.02491991116970982,0.02264161695589839,0.004752180273430384,0.004408277242370917,20.670056835181178,21.593087605652002,0.06733505011233262,0.07385946466217286
sn1994D-19940430.32-fast.flm,49472.32,7.176775002248633,49430.45082200269,0.308805794455111,0.2856037615201785,-0.6958070864782693,0.04583972371883416,0.04386293684973053,-0.009155794498624636,0.005939062807527644,0.006385089868840954,39.70485591783798,41.74810848270887,0.2847779055939561,0.3079128471982362
sn1994D-19940503.25-fast.flm,49475.25,9.082848287686977,49432.03109268882,0.20557329055009177,0.17602773946418893,-1.1681703057331645,0.04341425785203623,0.03749886998193652,0.06335278654714366,0.005855960685902134,0.005637327323300349,42.626383487885136,43.09393489997046,0.17551873513230526,0.20497885187964082
sn1994D-19940506.28-fast.flm,49478.28,5.3163131834269635,49434.56916663711,0.22903973900247365,0.2438427137240069,-1.1207093274728037,0.06573417226145306,0.058874903310730975,0.01900654122480544,0.006285033475097124,0.00650034481884354,45.64762189649899,43.584438491261096,0.24313761464154643,0.22837744441367402
sn1994D-19940510.16-fast.flm,49482.16,5.795586745142983,49438.61463283379,0.15773309772339417,0.14925980509724468,-1.071696167379181,0.03221056026596503,0.03198860369031897,-0.07751339977467488,0.004733529691085328,0.003916932278213728,49.51640243294795,43.419450759009656,0.1488282033076525,0.15727699443951956
sn1994D-19940515.20-fast.flm,49487.2,10.007176139077371,49443.10031745282,0.21538849153148476,0.19896979600162013,-1.0331494823634748,0.05818733649370955,0.06115333945570356,-0.03182824095964015,0.007340027842687558,0.00666813185618037,54.54182869677644,43.9721632736802,0.19839445209055753,0.2147656710853373
sn1994D-19940516.18-fast.flm,49488.18,10.75397039298779,49444.58714812157,0.2951190302337636,0.3025915686157532,-0.9664020618400277,0.06384616471532967,0.05432890668069956,-0.22019974976870849,0.006797172397666917,0.007204539673192678,55.51899491474753,43.46679816375273,0.3017165905032937,0.29426565982028485
sn1994D-19940517.17-fast.flm,49489.17,8.869804962752223,49445.35042300908,0.2901852331269765,0.25018259557691636,-0.9646399224890092,0.0607722760189946,0.05840358676110857,-0.16273911820471623,0.007056361047524967,0.00749462650058208,56.50613221657021,43.69286767466511,0.24945916400131257,0.28934612935185616
sn1994D-19940519.18-fast.flm,49491.18,11.562654328387836,49447.592945050514,0.1798573857959127,0.19025933347438695,-1.3477885239150538,0.05694579166389113,0.05404771046448453,-0.11769818416146385,0.006395014825443662,0.007075183539731522,58.5103200717921,43.461017997294476,0.18970917686148864,0.17933730760386152
sn1994D-19940602.18-fast.flm,49505.18,16.735052820518856,49482.426405365375,0.172258881124435,0.17598410956270527,2.975146992021349,0.018701806995856884,0.04207164556115828,0.10197673918751987,0.014352629116544113,0.015436199060578748,72.46983747133343,22.687800014582898,0.17547523139166946,0.17176077487729086
sn1994D-19940604.22-fast.flm,49507.22,15.208438689207137,49489.868631136196,0.13217808066110592,0.14656845048739342,1.705431277949895,0.10734181313773572,0.10134531486426046,0.37261419297540094,0.017054800182557894,0.01615957158812742,74.5039385781246,17.301195397153222,0.1461446310573272,0.13179587263047754
sn1994D-19940612.23-mmt.flm,49515.23,41.636218662780465,49498.62944815821,0.16099247262172867,0.16187320899916813,1.617621641692657,0.10429507762382695,0.12233094371940445,0.20111999915493778,0.01245907442849295,0.012650293072802354,82.49077674743565,16.552549448394753,0.16140513411024843,0.16052694448272878
sn1994D-19951124.46-mmt.flm,50045.46,6.681163495047705,50028.480480919316,0.2763722463132581,0.24078728536551353,2.963678908586505,0.027507409783933845,0.059024411857197645,0.18145779075061064,0.025170013135992153,0.028178380784421697,611.1875560873459,16.930420860188985,0.24009102140344357,0.2755730843685892
